Camp ID,Name,start_date,end_date,Category,reach,budget
1838,MXI Q1 CPG,5/1/2011,,Technology,34.5,203
1839,Z Q1 CPG,5/1/2011,,Marketing,100,288
1840,Tippit Q1 CPG,5/1/2011,6/25/2011,Marketing,37,96
1841,Web Q1 CPG,5/1/2011,6/25/2011,Marketing,64.6,899
1842,OneUpWeb Q1 CPG,5/2/2011,,Marketing,28.3,399
1843,Qwest Q1 CPG,5/2/2011,,Technology,69,137
1844,ExactTarget Q1 CPG,5/2/2011,6/2/2011,Marketing,9.9,1793
1845,ExactTarget Q1 CPG,5/2/2011,6/2/2011,Marketing,8,2132
1846,Exact Q1 CPG,5/2/2011,6/9/2011,Marketing,18.1,249
1847,EMC Q1 CPG,5/2/2011,6/10/2011,Marketing,0.3,836
1848,Airfoil Q1 CPG,5/5/2011,,Marketing,5.6,455
1849,Mindfire Q1 CPG,5/5/2011,,Marketing,80.2,184
1850,Pitney Q1 CPG,5/5/2011,,Business/Finance,5.1,657
1851,Progress Q1 CPG,5/5/2011,7/26/2011,Technology,0.6,6188
1852,Progress Q1 CPG,5/5/2011,8/26/2011,Technology,1.2,6684
1853,ion Q1 CPG,5/6/2011,,Marketing,36.6,750
1854,Alcatel q1 CPG,5/6/2011,,Technology,57,8439
1855,Gomez Q1 CPG,5/6/2011,6/6/2011,Technology,35.3,558
1856,Reachmail Q1 CPG,5/6/2011,6/25/2011,Marketing,36.6,878
1857,ion Q1 CPG,5/6/2011,7/6/2011,Marketing,9,559
1858,IBM Q1 CPG,5/7/2011,,Technology,39.7,560
1859,Quantum Q1 CPG,5/7/2011,,Business/Finance,100,328
1860,IBM Q1 CPG,5/7/2011,,Technology,56.7,4102
1861,Compare Q1 CPG,5/7/2011,5/25/2011,Technology,59.3,421
1862,Gomez Q1 CPG,5/8/2011,,Technology,55.7,943
1863,HP Q1 CPG,5/8/2011,,Business/Finance,73.1,454
1864,Alcatel-Lucent Q1 CPG,5/8/2011,,Technology,42.3,864
1865,IBM Q1 CPG,5/8/2011,,Technology,57,325
1866,Compuware Q1 CPG,5/8/2011,5/26/2011,Technology,5,1077
1867,Eset -Q2CRMCommerceB&B(Q42011/Q12012)TECH CPG,5/9/2011,,Technology,59.5,783
1868,Emedia Q1 CPG,5/12/2011,,Marketing,80.2,396
1869,Citrix Q1 CPG,5/12/2011,,Technology,73.2,694
1870,Astaro Q1 CPG,5/12/2011,,Technology,72.7,351
1871,Credit Q1 CPG,5/12/2011,,Marketing,100,986
1872,SC q1 CPG,5/12/2011,,Technology,56.9,169
1873,BMC Q1 CPG,5/12/2011,,Technology,22.1,262
1874,ADT Q1 CPG,5/12/2011,,Technology,56.5,965
1875,Exact Q1 CPG,5/12/2011,6/12/2011,Marketing,30.1,2010
1876,BMC q1 CPG,5/12/2011,7/15/2011,Technology,10.1,525
1877,Intacct Q1 CPG,5/12/2011,7/25/2011,Business/Finance,29,680
1878,Aprimo Q1 CPG,5/12/2011,1/25/2013,Marketing,9.7,10822
1879,Jonckers Q1 CPG,5/13/2011,,Marketing,55.3,1085
1880,PC Q1 CPG,5/13/2011,,Technology,9.4,168
1881,Time Q1 CPG,5/13/2011,6/25/2011,Business/Finance,100,18207
1882,ATG Q1 CPG,5/13/2011,6/25/2011,Technology,12.4,537
1883,Akamai Q1 CPG,5/13/2011,9/25/2011,Marketing,0,266
1884,Focus_IBM Q1 CPG,5/14/2011,,Technology,43.5,987
1885,Sitecore Q1 CPG,5/14/2011,,Marketing,12.8,252
1886,SurchSquad Q1 CPG,5/14/2011,,Marketing,100,554
1887,Surch Q1 CPG,5/14/2011,,Marketing,100,181
1888,Marketo Q1 CPG,5/14/2011,5/26/2011,Marketing,30.7,1031
1889,8x8 Q1 CPG,5/14/2011,6/25/2011,Technology,2.4,130
1890,Sitecore Q1 CPG,5/14/2011,7/26/2011,Marketing,0.3,716
1891,Adotas Q1 CPG,5/15/2011,,Marketing,100,433
1892,Nuance Q1 CPG,5/15/2011,,Technology,35.9,192
1893,Hosting-Microsoft Q1 CPG,5/15/2011,4/24/2012,Technology,34.2,5608
1894,Black Q1 CPG,5/16/2011,,Technology,1.2,505
1895,WinMagic Q1 CPG,5/19/2011,,Technology,80.1,84
1896,Microsoft: Q1 CPG,5/19/2011,,Business/Finance,80,566
1897,Citrix Q1 CPG,5/19/2011,,Marketing,80.2,97
1898,ATG Q1 CPG,5/20/2011,,Marketing,80,504
1899,Time Q1 CPG,5/21/2011,,Business/Finance,100,34747
1900,IBM Q1 CPG,5/21/2011,6/25/2011,Technology,13.8,1053
1901,Attivio Q1 CPG,5/21/2011,6/25/2011,Technology,37,537
1902,ASG Q1 CPG,5/21/2011,6/25/2011,Business/Finance,92.9,709
1903,Webroot Q1 CPG,5/21/2011,8/25/2011,Technology,3.3,896
1904,Motorola_052710 Q1 CPG,5/22/2011,,Manufacturing,100,6577
1905,Oracle Q1 CPG,5/22/2011,,Technology,80.2,543
1906,HP PV CPG,5/22/2011,,Technology,24.6,493
1907,Akamai Push CPG,5/22/2011,,Technology,29.6,157
1908,Polycom Q1 CPG,5/22/2011,6/25/2011,Technology,12.6,990
1909,Polycom Q CPG,5/22/2011,6/25/2011,Technology,36.6,444
1910,HP Push CPG,5/22/2011,6/25/2011,Technology,3,1586
1911,Cisco Q1 CPG,5/22/2011,7/26/2011,Technology,32.4,1007
1912,net Pure CPG,5/23/2011,,Marketing,25.1,587
1913,Nuance Publishing CPG,5/23/2011,,Technology,3.7,149
1914,Nuance Publishers CPG,5/23/2011,,Technology,3.7,550
1915,HP punk CPG,5/23/2011,6/25/2011,Technology,1.9,1968
1916,Iron Pub51109 CPG,5/27/2011,,Technology,19.3,246
1917,test PSYCH2013 CPG,5/27/2011,,Business/Finance,0.3,252
1918,sdfdsfdsfdsf Protection CPG,5/27/2011,,Healthcare UK,100,300
1919,Gomez PublicCampaign CPG,5/27/2011,6/16/2011,Marketing,61.8,931
1920,Neustar Q2Consolidation CPG,5/27/2011,6/25/2011,Marketing,24.6,793
1921,Cornerstone Public CPG,5/27/2011,6/26/2011,Human Resources,25.4,449
1922,Lotame Protection CPG,5/27/2011,7/15/2011,Marketing,17.1,116
1923,Oracle Q CPG,5/27/2011,8/26/2011,Technology,24.1,675
1924,Deleted Proposal CPG,5/28/2011,,Healthcare UK,36.6,2061
1925,Deleted -Promotion11/8-11/19 CPG,5/28/2011,,Healthcare UK,36.6,2139
1926,All ProLiant CPG,5/28/2011,,Healthcare UK,78.5,570
1927,Deleted Projects/IT42010 CPG,5/28/2011,,Healthcare UK,36.6,1537
1928,NetApp Projects/IT31110 CPG,5/28/2011,,Healthcare UK,59.5,2650
1929,Video Projections CPG,5/28/2011,,Healthcare UK,100,2910
1930,PCMall Project CPG,5/28/2011,,Technology,25.4,936
1931,IBM ProgramIT CPG,5/28/2011,,Technology,43.4,261
1932,Campaigner Professional CPG,5/29/2011,,Marketing,7.9,611
1933,RSA Products CPG,5/29/2011,,Technology,56.8,391
1934,Guidant Profitable CPG,5/29/2011,6/26/2011,Business/Finance,65.7,728
1935,HP Products CPG,5/29/2011,11/25/2011,Technology,20.3,1649
1936,Cisco Produce-NephSystemTechnologies2.45GHzUltra-RuggedActiveRFIDReader CPG,5/30/2011,6/12/2011,Technology,2.7,933
1937,HP ProCurve CPG,5/30/2011,6/25/2011,Technology,1.1,1226
1938,HP ProcessAWorkbookforIn-HouseCounsel CPG,5/30/2011,6/25/2011,Technology,17.7,833
1939,Akami ProCurve CPG,5/30/2011,6/29/2011,Technology,100,443
1940,Mentor ProCurveContentSyndication CPG,5/30/2011,7/26/2011,Technology,90.2,198
1941,HP ProcessesImproveProductivityandProfit: CPG,5/30/2011,11/25/2011,Technology,100,2150
1942,emedia ProCurve CPG,6/2/2011,12/26/2011,Marketing,14.6,39
1943,Microscan_060810 ProcessAWorkbookforIn-HouseCounsel CPG,6/3/2011,,Manufacturing,100,1352
1944,Internap ProcessAWorkbookforIn-HouseCounsel CPG,6/3/2011,,Marketing,80,617
1945,Local Pro31710 CPG,6/3/2011,,Marketing,100,809
1946,jonckers Pro CPG,6/3/2011,,Marketing,100,315
1947,jonckers -PR-March2011-RoopKalair CPG,6/3/2011,,Marketing,100,679
1948,Reachmail Pro CPG,6/3/2011,7/3/2011,Marketing,61.2,440
1949,Pitney PrivateQ113 CPG,6/3/2011,8/26/2011,Technology,62.8,157
1950,Cornerstone Pro CPG,6/3/2011,12/26/2011,Human Resources,8.2,793
1951,Optify Pro CPG,6/4/2011,,Marketing,18.9,2796
1952,CareerBuilder PredictiveVolume51211 CPG,6/4/2011,,Human Resources,36.6,1023
1953,cisco Predictive CPG,6/4/2011,,Business/Finance,100,2318
1954,Cisco private CPG,6/4/2011,6/12/2011,Technology,15.1,977
1955,ESS Private CPG,6/4/2011,6/25/2011,Technology,1.5,1848
1956,CareerBuilder PredictiveVolume60811 CPG,6/4/2011,6/25/2011,Human Resources,65.7,7589
1957,IBM -PracticesForAttractingAndRetainingFemaleClients CPG,6/4/2011,6/25/2011,Technology,13.8,979
1958,resultfirst Private CPG,6/4/2011,7/3/2011,Marketing,25.3,344
1959,Citrix Privacy CPG,6/4/2011,7/26/2011,Marketing,20.4,204
1960,CareerBuilder Predictive21411 CPG,6/4/2011,7/26/2011,Human Resources,7.3,3109
1961,Citrix Priv32612 CPG,6/4/2011,8/10/2011,Technology,34.9,862
1962,Citrix PriceQualityService CPG,6/4/2011,8/10/2011,Technology,26.8,938
1963,Citrix PredictiveVolumeQ372111 CPG,6/4/2011,9/25/2011,Marketing,14.9,76
1964,Extensis Practice CPG,6/5/2011,,Marketing,46.4,312
1965,Manager PR CPG,6/5/2011,,Marketing,18.4,1430
1966,Careerbuilder Practical CPG,6/5/2011,11/4/2011,Marketing,8.1,1101
1967,Kaseya PPCAdWords CPG,6/6/2011,,Technology,36.6,514
1968,test1 PPC CPG,6/6/2011,,Business/Finance,100,778
1969,Kaseya PPCAdWords CPG,6/6/2011,6/18/2011,Technology,0.1,131
1970,ARX PPL CPG,6/6/2011,6/25/2011,Technology,44.4,199
1971,Messagelabs PPM121108 CPG,6/6/2011,8/26/2011,Technology,2.8,254
1972,IronKey PowerVirtualEvent CPG,6/9/2011,,Technology,59.2,1989
1973,HP PowerPANWPJulytoSept11_HOLD CPG,6/9/2011,,Technology,56.7,299
1974,RN PowerPANWPJulytoSept11 CPG,6/9/2011,,Marketing,81.1,983
1975,RN PowerMobile CPG,6/9/2011,,Marketing,81.1,232
1976,RN PowerHP CPG,6/9/2011,,Marketing,56.6,614
1977,RN PowerCooling_Standard_Q4_12 CPG,6/9/2011,,Marketing,81.2,322
1978,Appasure PowerCooling_HQL_Q4_Q4_12 CPG,6/9/2011,,Technology,40.5,954
1979,Bell Power CPG,6/9/2011,,Technology,20.1,1017
1980,Gomez Power CPG,6/9/2011,6/25/2011,Marketing,12.9,49
1981,Tandberg Power-August CPG,6/9/2011,7/26/2011,Technology,7.3,6869
1982,Tandberg Power2011 CPG,6/9/2011,7/26/2011,Technology,0.6,4170
1983,Websense-6/15 Power CPG,6/10/2011,,Technology,26.4,421
1984,Nimsoft Power CPG,6/10/2011,9/10/2011,Technology,60.4,8684
1985,Zycus Power CPG,6/11/2011,,Technology,15.4,96
1986,Credant Power CPG,6/11/2011,,Technology,59.2,534
1987,Swisstrade060211 Power CPG,6/11/2011,,Business/Finance,23.2,984
1988,Blue Postini CPG,6/11/2011,,Technology,25.7,162
1989,Acquisio Postcard CPG,6/12/2011,,Marketing,100,834
1990,Polycom PointonHowtoGrowLocalAutomotive....Guaranteed! CPG,6/12/2011,7/1/2011,Technology,6.3,74
1991,Mocana Portfolio CPG,6/12/2011,7/26/2011,Technology,36.6,295
1992,Mocana Polyserve72508 CPG,6/12/2011,7/26/2011,Technology,36.6,927
1993,Mocana Polyserve100308 CPG,6/12/2011,7/26/2011,Technology,36.6,419
1994,Mocana Polycom CPG,6/12/2011,7/26/2011,Technology,24.6,586
1995,Mocana Polycom CPG,6/12/2011,7/26/2011,Technology,36.6,792
1996,Mocana Polycom CPG,6/12/2011,7/26/2011,Technology,36.6,260
1997,VOIP_Tech Post61511 CPG,6/12/2011,12/26/2014,Technology,36.6,101008
1998,Toolbox.com Point CPG,6/13/2011,,Marketing,3.2,4316
1999,Nimsoft Podcast CPG,6/16/2011,,Technology,24.8,844
2000,NetAtlantic Planning52011 CPG,6/16/2011,,Marketing,12.4,2418
2001,TrustE Planning CPG,6/16/2011,,Marketing,69.8,1722
2002,VMWare PlayingTheMarketMatters CPG,6/16/2011,6/25/2011,Technology,100,1832
2003,TrustE Planning&FIN70111 CPG,6/16/2011,7/16/2011,Marketing,36.6,7627
2004,IBM PivotalQ18 CPG,6/17/2011,6/25/2011,Technology,17.7,183
2005,OneSource Planning CPG,6/17/2011,8/27/2011,Marketing,1.3,578
2006,Silverpop Pitney/Tippit CPG,6/18/2011,,Marketing,81.5,557
2007,Eaton Pilot CPG,6/18/2011,9/25/2011,Technology,100,3116
2008,Hubspot PIN CPG,6/18/2011,1/25/2013,Marketing,28.7,706
2009,Dell Phase1 CPG,6/19/2011,,Technology,32.6,281
2010,OneSource Pharmacy CPG,6/20/2011,,Marketing,5.3,472
2011,OneSource Pharma CPG,6/20/2011,,Marketing,3.6,5206
2012,Brocade PharmainChina CPG,6/20/2011,7/26/2011,Technology,3.5,1895
2013,CIMCO PersonalGroup-eGuide(TrSC) CPG,6/23/2011,,Business/Finance,100,1000
2014,SC Performance CPG,6/23/2011,,Technology,29.1,557
2015,Google PerfoftheEU52411 CPG,6/23/2011,,Technology,36,12993
2016,Nimsoft PersonalGroup CPG,6/23/2011,7/26/2011,Technology,23.3,1472
2017,Wheelhouse -PerfisaBusIssue CPG,6/24/2011,,Technology,96.1,450
2018,Adobe per CPG,6/24/2011,,Marketing,49.4,601
2019,Double-Take PearlMarketing CPG,6/24/2011,,Technology,100,776
2020,Radian PCWorldSold CPG,6/25/2011,,Marketing,81.5,668
2021,PacketMotion PCWorld CPG,6/25/2011,,Technology,56.7,1088
2022,Double-Take PCWorld CPG,6/25/2011,,Technology,56.4,308
2023,Raritan PCWorlrd CPG,6/25/2011,11/25/2011,Technology,100,4000
2024,Qualys Pilot CPG,6/26/2011,,Technology,43.5,355
2025,Vision Phone10810 CPG,6/26/2011,,Technology,39.8,983
2026,Double-Take PCWGoodEnough CPG,6/26/2011,,Technology,36.6,964
2027,PSA_070110 PCWgen CPG,6/26/2011,,Manufacturing,100,1647
2028,Google PCWBorderlessNetwork CPG,6/26/2011,,Technology,54.3,532
2029,Jigsaw OnlineDWA70110 CPG,6/26/2011,,Marketing,100,463
2030,Gomez PCWorld CPG,6/26/2011,7/25/2011,Technology,34.6,244
2031,Riverbed SF CPG,6/26/2011,9/10/2011,Technology,9.2,1462
2032,Eaton Retail CPG,6/26/2011,9/25/2011,Technology,19.6,6237
2033,Blackberry Pilot CPG,6/26/2011,9/25/2011,Technology,55.3,394
2034,MessageLabs PCWMobileSecurity CPG,6/26/2011,9/25/2011,Technology,1.4,858
2035,Citrix PCMag81308 CPG,6/26/2011,9/26/2011,Technology,4,346
2036,Symantec PCWConnectSecurely CPG,6/26/2011,10/26/2011,Technology,11.3,229
2037,InsideUp PathIndependence CPG,6/26/2011,12/30/2011,Technology,32.1,839
2038,Innotas Manu.net CPG,6/26/2011,7/30/2012,Technology,17.7,10388
2039,Unitrends PCWRightNetwork CPG,6/26/2011,6/25/2013,Technology,53.7,475
2040,Imprivata PCMag70709 CPG,6/27/2011,,Healthcare UK,59.1,3415
2041,IBM PCMag61809 CPG,6/27/2011,,Technology,16.8,454
2042,Citrix PCMag32609 CPG,6/27/2011,9/25/2011,Technology,0.7,2533.5
2043,Citrix PCMag32609 CPG,6/27/2011,9/25/2011,Marketing,0.4,1435.25
2044,Citrix PCMag21209 CPG,6/27/2011,9/25/2011,Marketing,2,978
2045,Net Product CPG,6/29/2011,,Marketing,33.4,2876
2046,Recom_070610 Payroll CPG,7/1/2011,,Technology,100,2008
2047,Webinar PCLeads12709 CPG,7/1/2011,8/15/2011,Technology,60.6,587
2048,Appian PCLeads90909 CPG,7/1/2011,9/25/2011,Technology,1.7,963
2049,Software PCI CPG,7/1/2011,12/30/2011,Technology,19.7,804
2050,Raritan PCMag CPG,7/1/2011,1/25/2012,Technology,12.6,1872
2051,Guidant PCLeads91009 CPG,7/1/2011,12/24/2012,Business/Finance,100,115
2052,Cloudswitch payment CPG,7/2/2011,,Technology,55.9,484
2053,Astaro PayCall30210 CPG,7/2/2011,,Technology,32.5,1009
2054,Balihoo PayCall21610 CPG,7/2/2011,,Marketing,12.5,1877
2055,Geek Path72010 CPG,7/2/2011,,Technology,100,1008
2056,Neolane PathEmail1027 CPG,7/2/2011,7/26/2011,Marketing,11.9,409
2057,HP Path62910 CPG,7/2/2011,7/26/2011,Technology,4.9,1518
2058,NetApp Path13 CPG,7/3/2011,,Technology,26.3,163
2059,Savvis Path1027 CPG,7/3/2011,9/3/2011,Technology,9.7,734
2060,Lifesize Marketing2012 CPG,7/3/2011,9/24/2012,Technology,25.1,1009
2061,HP Passwords CPG,7/4/2011,,Technology,43.4,502
2062,Safenet PartnerWorldNA CPG,7/4/2011,,Technology,54.9,339
2063,HP Partnerworld-2 CPG,7/4/2011,,Business/Finance,10.4,897
2064,Kaseya Path CPG,7/4/2011,9/25/2011,Technology,10.8,2736
2065,Xtraordinary Partnerworld CPG,7/4/2011,9/25/2011,Technology,28.4,236
2066,Test party110811 CPG,7/4/2011,7/3/2012,Marketing,100,672
2067,test -Papers CPG,7/7/2011,,Business/Finance,36.6,501
2068,test -Papers CPG,7/7/2011,,Business/Finance,100,314
2069,Triad -Papers CPG,7/7/2011,,Technology,100,2786
2070,test0 -Papers CPG,7/7/2011,,Business/Finance,100,342
2071,tcmp -Papers CPG,7/7/2011,,Business/Finance,100,162
2072,CamilFarr_071310 -Papers CPG,7/7/2011,,Manufacturing,100,2875
2073,Focus Partners CPG,7/7/2011,8/26/2011,Technology,65.7,200
2074,Focus PartnerizedManagement CPG,7/7/2011,8/26/2011,Marketing,43.6,155
2075,Datacastle PA-Q42011 CPG,7/7/2011,9/25/2011,Technology,36.6,417
2076,Datacastle -Papers CPG,7/7/2011,12/26/2011,Technology,18.7,316
2077,Test Papers CPG,7/8/2011,,Human Resources,100,846
2078,test papers CPG,7/8/2011,,Business/Finance,36.6,758
2079,test Papers CPG,7/8/2011,,Business/Finance,36.6,201
2080,test Papers CPG,7/8/2011,,Business/Finance,35.2,852
2081,test PaperlessProject CPG,7/8/2011,,Marketing,100,318
2082,Wanted Paper(ImproveProductivity) CPG,7/8/2011,,Marketing,100,847
2083,Kaseya Papers CPG,7/8/2011,7/29/2011,Technology,0.2,5512
2084,Tocquigny PaperRunningVOIPOperations CPG,7/8/2011,9/25/2011,Marketing,18.9,386
2085,Verio Paper(E-Learning) CPG,7/8/2011,10/26/2011,Technology,100,10596
2086,NetNames -Paper CPG,7/9/2011,,Marketing,94.9,429
2087,Compuware paper CPG,7/9/2011,,Technology,15.8,941
2088,Nuance paper CPG,7/9/2011,,Human Resources,36.3,932
2089,Double-Take Paper CPG,7/9/2011,,Human Resources,44.1,291
2090,Wheelhouse Paper CPG,7/9/2011,,Human Resources,96,869
2091,Appasure Paper CPG,7/9/2011,,Human Resources,40.6,260
2092,Symplified PanwpJuly-Oct11 CPG,7/10/2011,,Technology,25.5,870
2093,VeriSign paper CPG,7/10/2011,9/10/2011,Marketing,27.6,520
2094,SIS Paper CPG,7/10/2011,9/25/2011,Manufacturing,7.3,948
2095,None PANWPJan-Apr13 CPG,7/10/2011,10/7/2011,Technology,36.6,849
2096,Jonckers Paper CPG,7/10/2011,10/25/2011,Technology,17.3,2590
2097,Jonckers PanWPSept-Dec2012 CPG,7/10/2011,10/25/2011,Technology,18,3777
2098,Safenet PANWPFeb-March'12 CPG,7/10/2011,12/26/2011,Technology,1.2,4832
2099,PC PANWPFeb-Mar'13 CPG,7/10/2011,6/25/2013,Technology,10.4,11282
2100,Business-Software PanWPDec-Mar13 CPG,7/11/2011,9/25/2011,Technology,29.6,576
2101,cisco PanwpApril-June11 CPG,7/14/2011,,Business/Finance,100,957
2102,Jonckers PanWhitepaperApril'11 CPG,7/14/2011,,Marketing,9.6,2661
2103,Akamai PANNovember'11 CPG,7/14/2011,,Marketing,8.2,809
2104,Red PANOct-Dec'12 CPG,7/14/2011,8/26/2011,Technology,17,298
2105,White PANOctober'11 CPG,7/14/2011,3/25/2012,Marketing,4.3,1047
2106,Return PANJuly-Sep'12 CPG,7/15/2011,,Marketing,31.9,35991
2107,Verisign PANCustPro/ContSyndFeb-Jan'14 CPG,7/15/2011,,Marketing,29.4,492
2108,ion PANMar-April'12 CPG,7/15/2011,8/15/2011,Marketing,15.3,320
2109,IBM PANNov-Dec'12 CPG,7/15/2011,8/26/2011,Technology,38.9,871
2110,SDL PANDropTabWPQ3NetscalerAugtoSep CPG,7/15/2011,8/25/2012,Marketing,13.6,764
2111,Trend Sharepoint CPG,7/16/2011,,Technology,25.4,926
2112,Net PANCloudJuly-Sept2011 CPG,7/16/2011,,Marketing,31.6,420
2113,SCA_072110 PAN_AssetJan-March2012 CPG,7/16/2011,,Manufacturing,100,3310
2114,Quest Pal CPG,7/16/2011,,Technology,56.6,9863
2115,Force10 PanwpAugust-Sept11 CPG,7/16/2011,9/14/2011,Technology,100,5946
2116,IBM Online72409 CPG,7/16/2011,3/26/2013,Technology,21.7,5146
2117,Micro PakPlan CPG,7/17/2011,9/25/2011,Technology,7.5,2148
2118,Trinet PA CPG,7/17/2011,10/26/2011,Marketing,23.5,275
2119,TriNet PA CPG,7/17/2011,10/31/2011,Human Resources,15.4,810
2120,Trinet PA CPG,7/17/2011,10/31/2011,Business/Finance,24.8,905
2121,Micro pack CPG,7/17/2011,12/26/2011,Technology,10.3,3861
2122,Bit9 SoftwareLeads72009 CPG,7/18/2011,,Technology,40.5,206
2123,HP PA CPG,7/18/2011,,Technology,9.2,995
2124,Webtrends OUTLOOK:AgencyEnforcementContinuetoDominateAgenda CPG,7/18/2011,12/26/2011,Marketing,8.9,75
2125,Vision Oracle-WebTV CPG,7/21/2011,,Business/Finance,100,120
2126,Test OPTLeads22508 CPG,7/21/2011,,Business/Finance,100,807
2127,My Optional CPG,7/21/2011,,Marketing,100,980
2128,Test Optics CPG,7/21/2011,,Business/Finance,100,977
2129,ADFASD Optic CPG,7/21/2011,,Technology,100,839
2130,tset OpenFY11Q3WPFeb2011PANIDG CPG,7/21/2011,,Business/Finance,100,219
2131,test -Only-WA64091 CPG,7/21/2011,,Business/Finance,100,521
2132,Test OnlineSF CPG,7/21/2011,,Business/Finance,100,525
2133,PC Order CPG,7/21/2011,7/25/2011,Human Resources,19.9,384
2134,IBM Ouncelabs80510 CPG,7/21/2011,8/21/2011,Business/Finance,100,969
2135,Gigya Oracle-WebTV CPG,7/21/2011,9/25/2011,Marketing,12.1,1277
2136,TrustE OptQ3Leads72508 CPG,7/21/2011,9/25/2011,Marketing,49.3,13183
2137,Micro OPTLeads41508 CPG,7/21/2011,9/25/2011,Technology,1.1,2172
2138,Safenet Ounce2011 CPG,7/21/2011,10/14/2011,Technology,1.2,3638
2139,Micro OPTVMwareLeads22508 CPG,7/21/2011,2/23/2012,Technology,12.3,2513
2140,Neustar Papers CPG,7/21/2011,1/25/2013,Marketing,32.2,24301
2141,Kronos OnlineSBQ42012 CPG,7/22/2011,,Manufacturing,100,3361
2142,sdsd OnlineReport CPG,7/22/2011,,Business/Finance,100,559
2143,vins OnlineQ380111 CPG,7/22/2011,,Technology,100,995
2144,Nuestar_072810 OnlineGoToAssist CPG,7/23/2011,,Technology,100,2119
2145,Whitebox OnlineDWA070110_500+ CPG,7/23/2011,,Technology,39.2,678
2146,Jellyvision OnlineDWA70110 CPG,7/23/2011,1/25/2012,Marketing,3.2,853
2147,Entrust OnlineDWA070110_500+ CPG,7/24/2011,,Technology,29.2,582
2148,Synergy Online81209 CPG,7/24/2011,,Technology,100,853
2149,test Online72308 CPG,7/24/2011,,Business/Finance,100,1098
2150,IBM Online42108 CPG,7/24/2011,9/25/2011,Marketing,30.3,907
2151,d Online CPG,7/25/2011,,Business/Finance,100,930
2152,synergy Online CPG,7/25/2011,,Marketing,100,809
2153,CA OnEMPLeads72409 CPG,7/25/2011,9/25/2011,Technology,0.5,2224
2154,CA Online CPG,7/25/2011,10/10/2011,Technology,9.8,11924
2155,test Online CPG,7/25/2011,10/17/2011,Business/Finance,100,660
2156,SAP OnEMPLeads61709 CPG,7/25/2011,10/26/2011,Technology,9.9,989
2157,CA Online CPG,7/25/2011,1/26/2012,Technology,1.5,6726
2158,Skillsoft Q3 CPG,7/27/2011,,Human Resources,46.7,1067
2159,UK Not CPG,7/27/2011,,Local Government,100,869
2160,Silverpop One8MonthCampaign CPG,7/28/2011,,Marketing,87.4,445
2161,Stampede one CPG,7/28/2011,,Technology,100,830
2162,hpgovern072111 one CPG,7/28/2011,,Government,13.8,398
2163,HafeziCapital Ondemand CPG,7/28/2011,,Management,100,831
2164,Asset Ondemand CPG,7/28/2011,,Business/Finance,100,874
2165,HP Ondemand CPG,7/28/2011,,Technology,53.7,279
2166,HP On-Demand CPG,7/28/2011,8/20/2011,Technology,13.6,1081
2167,IBM One2012 CPG,7/28/2011,8/26/2011,Technology,100,1799
2168,TreeHouse OnlineMedSizeBusQ42012 CPG,7/28/2011,8/28/2011,Marketing,20.3,1890
2169,Kubisys PANWhitePaperApril-September2012 CPG,7/28/2011,9/25/2011,Technology,69.9,5528
2170,HP OnDemand12511 CPG,7/28/2011,10/25/2012,Technology,21.7,15954
2171,Korenix Ondemand CPG,7/29/2011,,Technology,100,826
2172,Webfishery Ondemand CPG,7/29/2011,,Business/Finance,100,305
2173,Synergy Onboarding2012 CPG,7/29/2011,,Technology,100,853
2174,RPM On12610 CPG,7/29/2011,,Marketing,21,878
2175,Thawte Omniture CPG,7/29/2011,,Technology,100,4130
2176,test OmniJoin_2013 CPG,7/29/2011,,Business/Finance,26.5,850
2177,NCP OMG CPG,7/29/2011,,Technology,100,938
2178,Datavalet OilLeads CPG,7/29/2011,,Technology,100,973
2179,Glissandra OilAccredited22808 CPG,7/29/2011,,Manufacturing,100,786
2180,Virtual Oil CPG,7/29/2011,,Technology,100,374
2181,SpaceClaim OI CPG,7/29/2011,,Manufacturing,100,656
2182,Advantage ofYeareZine CPG,7/29/2011,,Human Resources,100,600
2183,ShoreTel OgilvyLeads32608 CPG,7/29/2011,9/25/2011,Technology,100,930
2184,ShoreTel Ogilvy CPG,7/29/2011,9/25/2011,Technology,100,1653
2185,Thawte QM CPG,7/30/2011,,Technology,100,293
2186,Acxiom Q1 CPG,7/30/2011,,Marketing,9.1,69
2187,Mirial ofyear(Adweek)Leads61009 CPG,7/30/2011,,Technology,100,762
2188,hpmanu072111 ofNetworking:EmployingSoftware-DefinedNetworkingforOptimizationwithFlexibility CPG,7/30/2011,9/25/2011,Manufacturing,6.9,2953
2189,Guaranteed Office102408 CPG,7/31/2011,,Marketing,100,547
2190,Pressmart Offers CPG,7/31/2011,,Technology,100,13
2191,Adobe OfferReduceAsset CPG,7/31/2011,,Marketing,9.4,3156
2192,Leading OfferPatientCare CPG,7/31/2011,,Management,100,349
2193,Boundless OfferFrostWP CPG,7/31/2011,,Technology,100,764
2194,ProfitFinders_080510 OfferACM CPG,7/31/2011,,Manufacturing,0,1246
2195,CSRSI offer CPG,7/31/2011,,Business/Finance,100,423
2196,konnetic Offer CPG,7/31/2011,,Technology,100,763
2197,Gigya Oracle-WebTV CPG,7/31/2011,12/26/2011,Marketing,14.2,48
2198,iLinc OfferIDCWP CPG,7/31/2011,12/26/2011,Marketing,15,258
