Cust_id,Network complaints,Data pack complaints,bill complaints,SMS_pack_Complaints,Other Complaints
9077659920,No,No,No,Yes,No
9077659942,No,No,No,Yes,No
9077659948,No,No,No,No,Yes
9077660069,Yes,No,No,No,No
9077660525,No,Yes,No,No,No
9077660657,No,No,Yes,No,No
9077660739,No,Yes,No,No,No
9077660796,Yes,No,No,No,No
9077660989,No,No,No,Yes,No
9077661022,Yes,No,No,No,No
9077661037,No,No,No,No,Yes
9077661052,No,No,No,No,Yes
9077661057,No,No,No,No,Yes
9077661080,No,No,No,No,Yes
9077661106,Yes,No,No,No,No
9077661109,No,No,No,Yes,No
9077661144,No,No,Yes,No,No
9077661155,No,No,Yes,No,No
9077661177,No,No,No,Yes,No
9077661259,No,No,Yes,No,No
9077661323,No,No,No,No,Yes
9077661380,No,No,No,Yes,No
9077661401,Yes,No,No,No,No
9077661531,No,Yes,No,No,No
9077661586,No,No,Yes,No,No
9077661625,No,No,No,No,Yes
9077661664,No,No,No,No,Yes
9077661694,Yes,No,No,No,No
9077661711,No,No,No,Yes,No
9077661728,No,No,No,No,Yes
9077661764,No,Yes,No,No,No
9077661787,No,No,No,No,Yes
9077661819,Yes,No,No,No,No
9077661984,Yes,No,No,No,No
9077662039,Yes,No,No,No,No
9077662220,No,No,No,No,Yes
9077662440,No,No,No,Yes,No
9077662444,No,No,No,No,Yes
9077662494,No,No,No,Yes,No
9077662606,No,No,Yes,No,No
9077662808,No,No,Yes,No,No
9077662890,No,No,No,No,Yes
9077662933,No,No,No,Yes,No
9077662952,No,Yes,No,No,No
9077663032,Yes,No,No,No,No
9077663062,Yes,No,No,No,No
9077663063,No,No,No,Yes,No
9077663078,No,No,Yes,No,No
9077663164,No,No,No,No,Yes
9077663229,No,No,No,Yes,No
9077663293,Yes,No,No,No,No
9077663437,No,No,No,No,Yes
9077663538,No,No,No,Yes,No
9077663633,Yes,No,No,No,No
9077663852,No,No,No,Yes,No
9077663921,Yes,No,No,No,No
9077664110,No,No,No,No,Yes
9077664193,No,No,No,No,Yes
9077664237,Yes,No,No,No,No
9077664311,No,No,No,No,Yes
9077664358,No,No,No,Yes,No
9077664399,Yes,No,No,No,No
9077664647,Yes,No,No,No,No
9077664697,No,No,No,Yes,No
9077664729,No,No,No,Yes,No
9077664829,No,No,Yes,No,No
9077664873,No,No,Yes,No,No
9077664885,No,No,Yes,No,No
9077664963,Yes,No,No,No,No
9077664982,No,No,No,Yes,No
9077665102,No,No,No,No,Yes
9077665151,No,No,Yes,No,No
9077665173,Yes,No,No,No,No
9077665205,No,No,No,Yes,No
9077665221,Yes,No,No,No,No
9077665279,No,No,No,Yes,No
9077665358,Yes,No,No,No,No
9077665446,No,No,Yes,No,No
9077665461,No,No,No,No,Yes
9077665514,No,Yes,No,No,No
9077665549,No,No,No,No,Yes
9077665584,Yes,No,No,No,No
9077691474,No,Yes,No,No,No
9077692456,No,Yes,No,No,No
9077727081,No,No,No,Yes,No
9077732297,No,No,No,No,Yes
9077734461,No,No,No,No,Yes
9077734462,No,No,No,Yes,No
9077736703,No,No,No,No,Yes
9077736843,Yes,No,No,No,No
9077743796,No,Yes,No,No,No
9077745356,Yes,No,No,No,No
9077745358,No,No,Yes,No,No
9077746656,No,No,Yes,No,No
9077749521,No,No,Yes,No,No
9077750311,No,No,No,Yes,No
9077750314,No,No,Yes,No,No
9077754997,Yes,No,No,No,No
9077755020,Yes,No,No,No,No
9077755739,Yes,No,No,No,No
9077755760,No,No,No,Yes,No
9077756064,Yes,No,No,No,No
9077757328,Yes,No,No,No,No
9077757741,No,No,Yes,No,No
9077758409,No,Yes,No,No,No
9077758488,Yes,No,No,No,No
9077761933,No,No,Yes,No,No
9077762780,No,Yes,No,No,No
9077764494,Yes,No,No,No,No
9077764544,No,No,Yes,No,No
9077764555,Yes,No,No,No,No
9077764567,No,Yes,No,No,No
9077764577,No,No,No,No,Yes
9077764591,Yes,No,No,No,No
9077764607,Yes,No,No,No,No
9077764686,Yes,No,No,No,No
9077764687,No,No,No,No,Yes
9077764688,No,Yes,No,No,No
9077764689,No,Yes,No,No,No
9077765079,No,No,Yes,No,No
9077766117,No,No,No,No,Yes
9077766179,No,Yes,No,No,No
9077766186,No,No,Yes,No,No
9077766187,No,No,Yes,No,No
9077766931,No,Yes,No,No,No
9077767014,No,Yes,No,No,No
9077767966,Yes,No,No,No,No
9077768184,No,No,Yes,No,No
9077768314,Yes,No,No,No,No
9077770958,No,No,Yes,No,No
9077772109,No,Yes,No,No,No
9077772894,No,No,Yes,No,No
9077773509,No,No,No,No,Yes
9077776288,No,No,Yes,No,No
9077778651,No,No,Yes,No,No
9077780323,No,No,Yes,No,No
9077784095,No,No,Yes,No,No
9077786056,No,No,No,Yes,No
9077786129,No,No,No,No,Yes
9077792887,No,No,No,No,Yes
9077792893,No,No,Yes,No,No
9077793583,No,Yes,No,No,No
9077793585,No,No,Yes,No,No
9077795153,No,No,No,Yes,No
9077796753,No,Yes,No,No,No
9077800427,No,No,Yes,No,No
9077803355,No,No,No,No,Yes
9077820442,No,No,No,No,Yes
9077822344,No,No,No,No,Yes
9077829684,No,Yes,No,No,No
9077908756,No,No,Yes,No,No
9077909192,No,No,Yes,No,No
9077926456,No,No,No,No,Yes
9077934495,No,No,No,No,Yes
9077970856,No,No,Yes,No,No
9077973607,No,No,Yes,No,No
9078036606,No,No,No,Yes,No
9078041256,No,Yes,No,No,No
9078044456,No,No,No,Yes,No
9078049049,No,No,Yes,No,No
9078049072,No,Yes,No,No,No
9078049844,No,No,No,Yes,No
9078053940,Yes,No,No,No,No
9078054456,No,No,Yes,No,No
9078072923,No,No,Yes,No,No
9078073205,Yes,No,No,No,No
9078074948,No,No,No,Yes,No
9078074973,No,Yes,No,No,No
9078075065,No,No,No,Yes,No
9078075193,No,Yes,No,No,No
9078075239,No,No,Yes,No,No
9078075282,No,No,Yes,No,No
9078075530,No,No,No,No,Yes
9078076126,Yes,No,No,No,No
9078076221,No,No,Yes,No,No
9078076596,Yes,No,No,No,No
9078076852,No,No,Yes,No,No
9078076902,Yes,No,No,No,No
9078077032,Yes,No,No,No,No
9078077210,No,No,No,No,Yes
9078077238,Yes,No,No,No,No
9078077850,No,No,No,Yes,No
9078078061,No,No,No,No,Yes
9078078120,No,No,Yes,No,No
9078078307,Yes,No,No,No,No
9078078435,No,Yes,No,No,No
9078078680,No,No,No,No,Yes
9078078704,No,No,No,No,Yes
9078078900,No,Yes,No,No,No
9078078907,No,No,No,No,Yes
9078079032,No,Yes,No,No,No
9078079141,Yes,No,No,No,No
9078079239,No,Yes,No,No,No
9078079243,No,Yes,No,No,No
9078079398,No,No,No,No,Yes
9078079447,No,No,Yes,No,No
9078079493,Yes,No,No,No,No
9078079504,No,Yes,No,No,No
9078079505,No,Yes,No,No,No
9078079579,No,No,Yes,No,No
9078079584,Yes,No,No,No,No
9078079623,No,No,Yes,No,No
9078079736,No,No,No,No,Yes
9078079777,No,No,Yes,No,No
9078079886,No,Yes,No,No,No
9078079946,No,No,No,Yes,No
9078080113,No,No,No,No,Yes
9078080125,Yes,No,No,No,No
9078080444,No,No,No,No,Yes
9078080649,No,No,No,No,Yes
9078080771,Yes,No,No,No,No
9078081141,No,No,No,Yes,No
9078081387,Yes,No,No,No,No
9078081793,No,No,Yes,No,No
9078081987,No,No,No,Yes,No
9078082170,No,No,Yes,No,No
9078082171,Yes,No,No,No,No
9078082172,No,No,No,Yes,No
9078082185,No,Yes,No,No,No
9078082209,No,No,No,Yes,No
9078082219,Yes,No,No,No,No
9078082241,No,Yes,No,No,No
9078082246,No,No,Yes,No,No
9078082270,No,No,Yes,No,No
9078082271,No,No,Yes,No,No
9078082272,No,No,No,Yes,No
9078082285,No,No,No,No,Yes
9078082327,No,No,No,No,Yes
9078082353,No,No,No,Yes,No
9078082487,Yes,No,No,No,No
9078082664,No,No,No,Yes,No
9078082830,No,No,Yes,No,No
9078082930,No,Yes,No,No,No
9078082959,No,No,No,Yes,No
9078083095,No,No,Yes,No,No
9078083351,No,Yes,No,No,No
9078083459,No,No,No,No,Yes
9078083734,No,Yes,No,No,No
9078084113,No,No,Yes,No,No
9078084329,No,No,Yes,No,No
9078084458,No,Yes,No,No,No
9078084459,No,No,No,Yes,No
9078084460,No,No,No,No,Yes
9078084461,Yes,No,No,No,No
9078084462,No,No,Yes,No,No
9078084465,No,Yes,No,No,No
9078084466,No,Yes,No,No,No
9078084467,No,No,Yes,No,No
9078084468,No,No,No,No,Yes
9078084469,No,No,Yes,No,No
9078084470,No,No,No,Yes,No
9078084471,No,Yes,No,No,No
9078084472,No,No,No,No,Yes
9078084473,No,Yes,No,No,No
9078084476,No,Yes,No,No,No
9078084477,No,No,No,Yes,No
9078084479,No,No,No,Yes,No
9078084480,No,No,Yes,No,No
9078084483,Yes,No,No,No,No
9078084485,No,No,Yes,No,No
9078084487,Yes,No,No,No,No
9078084490,No,No,No,No,Yes
9078084491,No,No,Yes,No,No
9078084492,No,Yes,No,No,No
9078084493,No,Yes,No,No,No
9078084494,No,No,No,Yes,No
9078084497,No,No,Yes,No,No
9078084499,Yes,No,No,No,No
9078084500,No,No,No,No,Yes
9078084504,No,Yes,No,No,No
9078084505,No,No,No,Yes,No
9078084506,No,No,Yes,No,No
9078084507,No,No,No,No,Yes
9078084509,Yes,No,No,No,No
9078084510,No,Yes,No,No,No
9078084512,No,No,No,No,Yes
9078084513,No,Yes,No,No,No
9078084514,No,Yes,No,No,No
9078084515,No,No,No,No,Yes
9078084516,No,No,Yes,No,No
9078084517,No,Yes,No,No,No
9078084518,No,No,No,No,Yes
9078084521,Yes,No,No,No,No
9078084523,No,No,No,No,Yes
9078084525,No,Yes,No,No,No
9078084526,Yes,No,No,No,No
9078084528,Yes,No,No,No,No
9078084530,No,No,No,Yes,No
9078084533,No,No,Yes,No,No
9078084534,No,No,Yes,No,No
9078084536,No,No,No,No,Yes
9078084537,Yes,No,No,No,No
9078084540,Yes,No,No,No,No
9078084543,No,No,No,Yes,No
9078084546,Yes,No,No,No,No
9078084547,No,Yes,No,No,No
9078084549,Yes,No,No,No,No
9078084550,No,No,Yes,No,No
9078084552,No,No,No,Yes,No
9078084553,No,Yes,No,No,No
9078084554,Yes,No,No,No,No
9078084555,No,No,No,Yes,No
9078084556,No,Yes,No,No,No
9078084557,Yes,No,No,No,No
9078084559,No,No,No,Yes,No
9078084561,Yes,No,No,No,No
9078084562,No,No,Yes,No,No
9078084563,No,No,Yes,No,No
9078084565,No,No,Yes,No,No
9078084566,No,No,Yes,No,No
9078084568,No,No,No,No,Yes
9078084569,Yes,No,No,No,No
9078084571,No,Yes,No,No,No
9078084572,No,Yes,No,No,No
9078084574,No,Yes,No,No,No
9078084575,No,No,No,No,Yes
9078084576,No,Yes,No,No,No
9078084578,No,No,No,No,Yes
9078084579,No,Yes,No,No,No
9078084582,No,No,No,Yes,No
9078084586,No,No,No,Yes,No
9078084588,No,No,No,No,Yes
9078084589,No,Yes,No,No,No
9078084592,Yes,No,No,No,No
9078084597,Yes,No,No,No,No
9078084603,No,No,No,No,Yes
9078084617,No,No,No,Yes,No
9078084625,No,No,No,Yes,No
9078084712,No,No,Yes,No,No
9078085011,No,Yes,No,No,No
9078085359,Yes,No,No,No,No
9078085401,No,No,No,No,Yes
9078085509,No,No,No,Yes,No
9078085647,Yes,No,No,No,No
9078085776,No,Yes,No,No,No
9078086006,Yes,No,No,No,No
9078086185,No,Yes,No,No,No
9078086348,No,No,Yes,No,No
9078086453,No,Yes,No,No,No
9078086485,No,No,No,No,Yes
9078086614,No,No,No,Yes,No
9078086623,No,Yes,No,No,No
9078086946,No,Yes,No,No,No
9078086954,No,No,No,Yes,No
9078087091,Yes,No,No,No,No
9078087250,No,No,No,Yes,No
9078087264,No,No,Yes,No,No
9078087265,Yes,No,No,No,No
9078087266,Yes,No,No,No,No
9078087274,No,No,Yes,No,No
9078087280,No,No,Yes,No,No
9078087286,No,No,No,No,Yes
9078087291,No,Yes,No,No,No
9078087297,Yes,No,No,No,No
9078087376,No,No,Yes,No,No
9078087394,No,No,No,Yes,No
9078087615,No,No,Yes,No,No
9078087718,No,Yes,No,No,No
9078087770,No,No,Yes,No,No
9078087980,No,No,Yes,No,No
9078088064,No,No,Yes,No,No
9078088206,No,Yes,No,No,No
9078088270,No,Yes,No,No,No
9078088303,No,No,No,Yes,No
9078088683,No,Yes,No,No,No
9078088763,No,Yes,No,No,No
9078088835,No,No,No,No,Yes
9078089136,Yes,No,No,No,No
9078089299,No,No,Yes,No,No
9078089300,No,No,No,No,Yes
9078089376,No,No,No,Yes,No
9078089449,No,No,Yes,No,No
9078089711,No,No,No,Yes,No
9078089778,No,No,No,Yes,No
9078090146,No,No,Yes,No,No
9078090566,No,No,Yes,No,No
9078090622,No,No,Yes,No,No
9078090778,Yes,No,No,No,No
9078090837,Yes,No,No,No,No
9078090891,No,No,No,No,Yes
9078091042,No,Yes,No,No,No
9078091111,No,No,No,Yes,No
9078091607,No,No,Yes,No,No
9078091658,No,No,No,Yes,No
9078091943,No,Yes,No,No,No
9078092391,No,No,No,No,Yes
9078092499,No,Yes,No,No,No
9078092690,No,No,No,No,Yes
9078092905,No,No,No,No,Yes
9078092946,Yes,No,No,No,No
9078092974,No,Yes,No,No,No
9078093063,Yes,No,No,No,No
9078093200,No,No,No,Yes,No
9078093294,Yes,No,No,No,No
9078093307,No,No,No,No,Yes
9078093311,Yes,No,No,No,No
9078093339,No,No,No,Yes,No
9078093468,No,Yes,No,No,No
9078093474,Yes,No,No,No,No
9078093516,No,No,No,Yes,No
9078093605,Yes,No,No,No,No
9078093619,No,Yes,No,No,No
9078093770,No,Yes,No,No,No
9078093772,No,No,Yes,No,No
9078093784,No,Yes,No,No,No
9078093786,No,Yes,No,No,No
9078093790,No,No,No,No,Yes
9078093798,Yes,No,No,No,No
9078093800,No,No,No,No,Yes
9078093802,No,No,Yes,No,No
9078093846,No,No,Yes,No,No
9078093924,No,No,No,Yes,No
9078094011,No,Yes,No,No,No
9078094093,No,No,No,Yes,No
9078094321,No,No,No,No,Yes
9078094355,No,Yes,No,No,No
9078094405,No,No,No,No,Yes
9078097086,No,No,Yes,No,No
9078097145,Yes,No,No,No,No
9078100965,No,No,No,No,Yes
9078101922,No,No,Yes,No,No
9078102216,No,No,Yes,No,No
9078102871,No,Yes,No,No,No
9078105600,Yes,No,No,No,No
9078105685,No,Yes,No,No,No
9078107533,No,Yes,No,No,No
9078109152,No,No,No,Yes,No
9078109360,No,No,No,No,Yes
9078109947,No,Yes,No,No,No
9078111876,No,No,No,No,Yes
9078112221,No,No,No,No,Yes
9078112618,No,Yes,No,No,No
9078112701,Yes,No,No,No,No
9078112997,No,No,No,No,Yes
9078113568,No,No,Yes,No,No
9078113570,No,Yes,No,No,No
9078113571,No,No,No,Yes,No
9078113572,No,Yes,No,No,No
9078113573,No,Yes,No,No,No
9078113574,No,Yes,No,No,No
9078113575,No,No,Yes,No,No
9078113576,No,No,No,No,Yes
9078113578,No,No,No,No,Yes
9078113582,No,No,No,No,Yes
9078113583,Yes,No,No,No,No
9078113584,Yes,No,No,No,No
9078113585,No,No,No,No,Yes
9078114035,No,No,Yes,No,No
9078114056,No,Yes,No,No,No
9078114065,No,No,No,No,Yes
9078114858,No,No,No,No,Yes
9078114963,No,Yes,No,No,No
9078115427,Yes,No,No,No,No
9078118295,Yes,No,No,No,No
9078120456,No,No,No,No,Yes
9078120827,No,Yes,No,No,No
9078122762,Yes,No,No,No,No
9078123500,No,No,Yes,No,No
9078123705,No,No,No,Yes,No
9078124456,Yes,No,No,No,No
9078125922,No,No,No,No,Yes
9078125943,No,No,Yes,No,No
9078125988,No,No,No,No,Yes
9078126288,No,No,Yes,No,No
9078126519,Yes,No,No,No,No
9078128213,No,No,No,No,Yes
9078128929,No,No,No,Yes,No
9078129106,No,No,Yes,No,No
9078129125,No,No,No,Yes,No
9078129335,No,Yes,No,No,No
9078129676,No,No,Yes,No,No
9078130338,No,Yes,No,No,No
9078130599,Yes,No,No,No,No
9078130880,No,No,No,Yes,No
9078131245,Yes,No,No,No,No
9078131303,No,Yes,No,No,No
9078131426,No,Yes,No,No,No
9078131619,No,No,No,Yes,No
9078131693,No,Yes,No,No,No
9078131966,No,No,No,No,Yes
9078132001,Yes,No,No,No,No
9078132008,No,No,No,Yes,No
9078132031,No,No,No,No,Yes
9078132034,No,No,No,No,Yes
9078132123,No,Yes,No,No,No
9078132379,No,No,No,Yes,No
9078132393,Yes,No,No,No,No
9078132434,No,No,No,Yes,No
9078132492,No,No,No,No,Yes
9078132525,Yes,No,No,No,No
9078132787,No,No,No,Yes,No
9078132795,No,No,No,Yes,No
9078133052,Yes,No,No,No,No
9078133142,No,No,No,Yes,No
9078133309,No,No,No,No,Yes
9078133383,No,Yes,No,No,No
9078133415,Yes,No,No,No,No
9078133419,Yes,No,No,No,No
9078133717,No,No,Yes,No,No
9078133725,No,No,Yes,No,No
9078133894,No,No,Yes,No,No
9078133957,No,No,Yes,No,No
9078133968,Yes,No,No,No,No
9078134048,No,No,No,No,Yes
9078134203,No,Yes,No,No,No
9078134235,Yes,No,No,No,No
9078134248,No,No,Yes,No,No
9078134458,No,Yes,No,No,No
9078134515,No,No,No,No,Yes
9078134534,Yes,No,No,No,No
9078134535,No,No,No,Yes,No
9078134539,No,No,Yes,No,No
9078134587,Yes,No,No,No,No
9078134588,No,No,Yes,No,No
9078134589,No,Yes,No,No,No
9078134595,No,No,No,No,Yes
9078134598,No,No,No,No,Yes
9078134599,No,No,No,Yes,No
9078134600,No,Yes,No,No,No
9078134601,No,No,No,Yes,No
9078134602,No,No,No,Yes,No
9078134603,No,Yes,No,No,No
9078134604,No,No,No,Yes,No
9078134605,No,No,Yes,No,No
9078134640,Yes,No,No,No,No
9078134707,No,No,No,No,Yes
9078134721,No,Yes,No,No,No
9078134730,No,No,No,Yes,No
9078134790,No,Yes,No,No,No
9078134907,No,No,No,No,Yes
9078134917,Yes,No,No,No,No
9078135251,No,No,No,Yes,No
9078135441,No,Yes,No,No,No
9078135549,No,Yes,No,No,No
9078135753,No,No,No,No,Yes
9078135792,Yes,No,No,No,No
9078135793,Yes,No,No,No,No
9078135794,No,No,No,Yes,No
9078135795,No,Yes,No,No,No
9078135796,Yes,No,No,No,No
9078135798,No,No,Yes,No,No
9078135801,No,No,No,No,Yes
9078135802,No,No,Yes,No,No
9078135804,Yes,No,No,No,No
9078135806,No,No,No,Yes,No
9078135807,No,No,No,No,Yes
9078135808,No,Yes,No,No,No
9078135809,No,No,Yes,No,No
9078135810,No,No,No,No,Yes
9078135811,Yes,No,No,No,No
9078135812,No,No,No,No,Yes
9078135813,No,No,Yes,No,No
9078135814,No,No,No,Yes,No
9078135815,No,No,Yes,No,No
9078135816,No,Yes,No,No,No
9078135824,Yes,No,No,No,No
9078135825,No,No,No,No,Yes
9078135826,No,No,Yes,No,No
9078135827,No,Yes,No,No,No
9078135830,No,No,No,Yes,No
9078135831,Yes,No,No,No,No
9078135832,No,No,Yes,No,No
9078135833,No,No,No,No,Yes
9078135834,Yes,No,No,No,No
9078135837,No,Yes,No,No,No
9078135839,No,Yes,No,No,No
9078135842,Yes,No,No,No,No
9078135844,No,No,No,No,Yes
9078135846,No,No,Yes,No,No
9078135848,No,No,No,Yes,No
9078135850,No,No,No,Yes,No
9078135959,No,No,No,No,Yes
9078136093,Yes,No,No,No,No
9078136221,No,No,No,Yes,No
9078136222,Yes,No,No,No,No
9078136248,No,No,No,Yes,No
9078136257,No,Yes,No,No,No
9078136291,No,No,No,No,Yes
9078136329,No,No,No,Yes,No
9078136456,No,Yes,No,No,No
9078136630,No,No,No,Yes,No
9078137122,No,No,Yes,No,No
9078137249,Yes,No,No,No,No
9078137343,No,Yes,No,No,No
9078137350,No,No,Yes,No,No
9078137410,No,No,Yes,No,No
9078137423,No,Yes,No,No,No
9078137496,No,No,Yes,No,No
9078137509,No,Yes,No,No,No
9078137555,No,No,No,Yes,No
9078137618,No,No,No,No,Yes
9078137640,No,No,Yes,No,No
9078137852,No,No,No,Yes,No
9078137870,No,No,Yes,No,No
9078137933,No,No,No,No,Yes
9078138129,No,No,No,No,Yes
9078138175,Yes,No,No,No,No
9078138233,Yes,No,No,No,No
9078138287,Yes,No,No,No,No
9078138322,No,No,No,No,Yes
9078138347,No,Yes,No,No,No
9078138364,No,No,No,Yes,No
9078138402,No,No,No,Yes,No
9078138462,No,No,Yes,No,No
9078138500,Yes,No,No,No,No
9078138532,No,No,No,Yes,No
9078138724,No,No,Yes,No,No
9078138763,No,Yes,No,No,No
9078138800,No,No,Yes,No,No
9078138835,No,No,No,No,Yes
9078138874,No,Yes,No,No,No
9078139013,No,No,No,Yes,No
9078139028,No,No,No,Yes,No
9078139100,No,No,Yes,No,No
9078139115,No,No,No,Yes,No
9078139211,No,No,Yes,No,No
9078139273,No,Yes,No,No,No
9078139295,No,No,No,No,Yes
9078139333,No,No,Yes,No,No
9078139369,No,No,No,Yes,No
9078139709,No,Yes,No,No,No
9078139759,No,No,Yes,No,No
9078139798,No,Yes,No,No,No
9078139907,Yes,No,No,No,No
9078139913,No,Yes,No,No,No
9078139953,Yes,No,No,No,No
9078139966,No,No,No,Yes,No
9078140009,No,No,No,No,Yes
9078140170,No,Yes,No,No,No
9078140172,No,No,No,No,Yes
9078140212,No,No,No,No,Yes
9078140228,No,Yes,No,No,No
9078140257,No,No,No,No,Yes
9078140266,No,No,No,Yes,No
9078140273,No,No,No,No,Yes
9078140274,Yes,No,No,No,No
9078140275,Yes,No,No,No,No
9078140276,No,Yes,No,No,No
9078140277,No,No,No,Yes,No
9078140278,No,No,Yes,No,No
9078140280,Yes,No,No,No,No
9078140281,Yes,No,No,No,No
9078140284,No,No,No,No,Yes
9078140286,No,No,No,Yes,No
9078140287,No,No,Yes,No,No
9078140288,Yes,No,No,No,No
9078140289,No,No,No,Yes,No
9078140290,No,No,Yes,No,No
9078140291,No,No,Yes,No,No
9078140292,No,No,No,Yes,No
9078140293,No,No,No,Yes,No
9078140295,No,No,Yes,No,No
9078140296,Yes,No,No,No,No
9078140297,No,Yes,No,No,No
9078140298,Yes,No,No,No,No
9078140299,No,No,No,Yes,No
9078140301,No,No,No,No,Yes
9078140302,No,Yes,No,No,No
9078140305,Yes,No,No,No,No
9078140306,No,No,Yes,No,No
9078140307,No,Yes,No,No,No
9078140308,No,No,No,Yes,No
9078140309,No,Yes,No,No,No
9078140310,Yes,No,No,No,No
9078140311,No,Yes,No,No,No
9078140313,No,Yes,No,No,No
9078140314,Yes,No,No,No,No
9078140315,Yes,No,No,No,No
9078140316,No,No,No,No,Yes
9078140317,No,No,Yes,No,No
9078140319,No,Yes,No,No,No
9078140321,No,Yes,No,No,No
9078140322,No,No,No,Yes,No
9078140323,No,No,No,No,Yes
9078140356,Yes,No,No,No,No
9078140571,No,No,Yes,No,No
9078140744,Yes,No,No,No,No
9078140870,No,No,Yes,No,No
9078140894,No,No,No,Yes,No
9078140913,No,Yes,No,No,No
9078140938,No,No,No,Yes,No
9078140950,No,Yes,No,No,No
9078140966,No,No,No,No,Yes
9078141225,No,Yes,No,No,No
9078141250,Yes,No,No,No,No
9078141342,No,No,No,No,Yes
9078141347,No,No,No,Yes,No
9078141378,Yes,No,No,No,No
9078141471,No,No,No,Yes,No
9078141499,No,No,No,Yes,No
9078141557,No,No,No,No,Yes
9078141558,No,No,Yes,No,No
9078141559,Yes,No,No,No,No
9078141560,No,Yes,No,No,No
9078141561,No,No,No,Yes,No
9078141563,No,No,No,No,Yes
9078141564,Yes,No,No,No,No
9078141565,No,Yes,No,No,No
9078141566,No,No,No,No,Yes
9078141567,No,No,Yes,No,No
9078141568,No,No,No,Yes,No
9078141569,No,No,No,Yes,No
9078141570,No,Yes,No,No,No
9078141571,No,No,No,No,Yes
9078141572,No,No,No,No,Yes
9078141573,No,No,No,Yes,No
9078141574,No,No,No,No,Yes
9078141575,No,No,No,No,Yes
9078141576,Yes,No,No,No,No
9078141577,No,No,No,Yes,No
9078141578,Yes,No,No,No,No
9078141580,No,Yes,No,No,No
9078141581,No,No,No,No,Yes
9078141582,No,Yes,No,No,No
9078141583,No,No,Yes,No,No
9078141584,No,No,No,No,Yes
9078141585,No,No,Yes,No,No
9078141586,No,No,No,No,Yes
9078141587,Yes,No,No,No,No
9078141588,No,No,No,Yes,No
9078141589,No,No,Yes,No,No
9078141590,No,No,No,Yes,No
9078141591,No,No,No,Yes,No
9078141593,No,No,No,No,Yes
9078141596,No,No,Yes,No,No
9078141597,No,No,No,No,Yes
9078141598,No,No,No,No,Yes
9078141599,Yes,No,No,No,No
9078141600,No,Yes,No,No,No
9078141601,No,No,No,Yes,No
9078141603,Yes,No,No,No,No
9078141604,No,No,No,Yes,No
9078141605,Yes,No,No,No,No
9078141606,Yes,No,No,No,No
9078141607,No,Yes,No,No,No
9078141608,No,No,Yes,No,No
9078141609,No,No,No,Yes,No
9078141611,No,Yes,No,No,No
9078141612,Yes,No,No,No,No
9078141613,No,No,No,Yes,No
9078141614,No,No,No,Yes,No
9078141615,No,Yes,No,No,No
9078141616,No,No,No,No,Yes
9078141618,No,No,Yes,No,No
9078141619,No,No,No,No,Yes
9078141620,No,No,No,Yes,No
9078141621,No,No,No,Yes,No
9078141622,No,No,No,No,Yes
9078141623,Yes,No,No,No,No
9078141629,No,No,No,No,Yes
9078141630,Yes,No,No,No,No
9078141631,No,Yes,No,No,No
9078141633,No,No,No,No,Yes
9078141634,No,No,Yes,No,No
9078141636,Yes,No,No,No,No
9078141637,Yes,No,No,No,No
9078141639,No,Yes,No,No,No
9078141640,No,No,No,Yes,No
9078141641,No,No,No,No,Yes
9078141642,No,Yes,No,No,No
9078141643,No,Yes,No,No,No
9078141644,No,No,No,No,Yes
9078141645,Yes,No,No,No,No
9078141646,No,No,Yes,No,No
9078141647,No,No,Yes,No,No
9078141648,No,Yes,No,No,No
9078141649,No,Yes,No,No,No
9078141650,No,No,No,Yes,No
9078141652,No,Yes,No,No,No
9078141653,Yes,No,No,No,No
9078141655,No,Yes,No,No,No
9078141656,No,No,No,Yes,No
9078141657,No,No,Yes,No,No
9078141659,No,No,No,Yes,No
9078141660,No,No,No,No,Yes
9078141661,No,No,Yes,No,No
9078141662,Yes,No,No,No,No
9078141663,No,No,No,No,Yes
9078141664,No,No,Yes,No,No
9078141665,No,No,No,Yes,No
9078141666,Yes,No,No,No,No
9078141668,No,Yes,No,No,No
9078141669,No,Yes,No,No,No
9078141670,Yes,No,No,No,No
9078141671,Yes,No,No,No,No
9078141673,Yes,No,No,No,No
9078141674,No,No,Yes,No,No
9078141675,No,No,Yes,No,No
9078141676,Yes,No,No,No,No
9078141677,No,No,No,Yes,No
9078141678,No,No,No,No,Yes
9078141680,No,No,No,Yes,No
9078141681,Yes,No,No,No,No
9078141717,No,No,No,No,Yes
9078141776,No,No,No,No,Yes
9078141945,No,Yes,No,No,No
9078142105,No,No,No,Yes,No
9078142163,No,No,No,Yes,No
9078142184,No,No,No,No,Yes
9078142201,No,No,Yes,No,No
9078142265,No,No,No,Yes,No
9078142333,No,No,No,Yes,No
9078142399,Yes,No,No,No,No
9078142585,No,No,Yes,No,No
9078142663,Yes,No,No,No,No
9078142684,Yes,No,No,No,No
9078142826,No,No,No,Yes,No
9078142972,Yes,No,No,No,No
9078142978,No,No,No,Yes,No
9078142987,No,No,Yes,No,No
9078143122,No,No,No,No,Yes
9078143232,No,Yes,No,No,No
9078143272,No,Yes,No,No,No
9078143293,No,No,No,No,Yes
9078143313,No,Yes,No,No,No
9078143402,No,No,No,Yes,No
9078143408,No,No,Yes,No,No
9078143502,Yes,No,No,No,No
9078143566,Yes,No,No,No,No
9078143923,No,Yes,No,No,No
