Cust_id,Cust_type,ACCOUNT_catid_NO,cust_account_start_date,Bill_Id,Bill_Amount
2413124481,ATTI -EB,2139366904,4/10/2010,1225832394,2279
10254575957,ATTI -FE,2143914580,12/9/2011,1229882858,2279
2413124746,ATTI -CD,2140591702,7/7/2010,1225874097,2277
10254576458,ATTI -CA,1442879379,5/2/2008,1210211425,2276
10254307228,ATTI -DE,2139072410,10/8/2009,1226900552,2276
9078262855,ATTI -AD,2144181943,1/31/2012,1226577115,2272
10254460033,ATTI -ED,2144706225,12/15/2011,1215709408,2270
10046181613,ATTI -CF,2146245504,12/1/2011,1225686459,2269
9077267129,ATTI -BE,1439169177,7/21/2006,1226987222,2267
8806188516,ATTI -CF,2144875760,6/30/2012,1226891831,2267
9077267132,ATTI -CB,1439169177,7/5/2006,1226925400,2262
10254332303,ATTI -FA,2141314954,11/12/2010,1210560776,2260
10254343156,ATTI -DE,2142571384,3/26/2011,1225177818,2258
10254723982,ATTI -DA,2144923699,1/22/2012,1209440296,2258
10254467694,ATTI -BC,2144162860,6/11/2012,1235841766,2255
10046223281,ATTI -EF,2146293680,1/16/2012,1225289952,2250
10254483454,ATTI -CC,2146382806,9/30/2012,1239918831,2250
10254436046,ATTI -FF,2144648689,8/29/2012,1235803537,2246
9077293499,ATTI -EB,1443750325,11/6/2008,1239501448,2244
10254643968,ATTI -ED,2144391805,10/29/2011,1210493945,2242
10254448240,ATTI -AF,2141397708,12/12/2010,1238627113,2242
10254266730,ATTI -EF,2141110469,9/12/2010,1238571001,2242
10293565399,ATTI -FE,2143671133,9/8/2011,1238655045,2242
10254630447,ATTI -AC,2142412837,7/10/2011,1238286326,2242
10254448239,ATTI -AE,2141397708,4/5/2010,1238759366,2242
10254523823,ATTI -CF,2143677920,4/9/2011,1238198688,2242
10254438748,ATTI -BF,2144136990,5/22/2012,1238564831,2242
10254453887,ATTI -BE,2142553461,8/18/2010,1238542995,2242
10254448238,ATTI -AA,2141397708,1/2/2011,1238776675,2242
10254528167,ATTI -DA,2143677922,11/27/2011,1238320741,2242
10254635868,ATTI -FA,2142413640,8/24/2010,1238588280,2242
10254639319,ATTI -BF,2141697672,3/14/2011,1239743888,2242
10254124724,ATTI -FF,2142954343,11/7/2011,1238674038,2242
10254231819,ATTI -DB,2141982247,4/2/2011,1238471818,2242
9077293539,ATTI -AB,1443750325,5/31/2009,1225028756,2241
9077264501,ATTI -CE,1438305707,9/27/2005,1226918715,2239
10254386117,ATTI -DC,2142683964,1/19/2011,1231857238,2237
8422128009,ATTI -AD,2143682033,7/3/2011,1225597105,2232
10254586633,ATTI -AD,2139042214,3/16/2010,1223884335,2228
10254664922,ATTI -FC,2144320736,2/26/2012,1231711084,2226
10254680700,ATTI -DF,2146735280,8/10/2012,1216453084,2223
10254447974,ATTI -BB,2141000949,7/5/2010,1207720487,2221
9076518521,ATTI -DF,1443596774,4/6/2008,1239655770,2219
8422157173,ATTI -DD,2144111504,5/14/2012,1238372803,2219
10254501633,ATTI -EA,2143192045,3/14/2011,1227635687,2216
9075655723,ATTI -FC,2136653193,9/19/2009,1207778807,2210
9077750314,ATTI -CC,1438333676,8/8/2005,1239263488,2209
9076887069,ATTI -ED,1439324285,6/11/2006,1238471622,2206
2413124748,ATTI -FF,2140591702,2/15/2010,1240121225,2204
10254575960,ATTI -DC,2143914580,1/13/2012,1229927141,2204
10252351400,ATTI -FE,2140788905,6/27/2010,1240150591,2203
10254474323,ATTI -EA,2141159335,1/9/2011,1238498045,2201
10254637301,ATTI -FE,2144461917,9/2/2012,1215671176,2200
9075655723,ATTI -EF,2136653193,2/1/2009,1229951970,2199
10254126268,ATTI -EC,2140488104,7/15/2011,1238626533,2198
10254575958,ATTI -FC,2143914580,5/21/2011,1229894344,2198
10254629616,ATTI -DB,2144796666,9/29/2012,1238533811,2193
10254241459,ATTI -AB,1442865506,7/27/2007,1225908250,2191
10254501652,ATTI -AA,2143192045,4/24/2011,1241245609,2189
9075655724,ATTI -AE,2136653193,1/21/2009,1207890914,2188
9075655724,ATTI -CA,2136653193,4/28/2009,1229887732,2188
10254724412,ATTI -BB,2144923699,12/28/2011,1230055157,2185
10254543470,ATTI -AA,2136669254,6/21/2009,1210270363,2184
10254824133,ATTI -ED,2140281441,10/30/2009,1226715049,2179
10254436820,ATTI -CD,2140374856,3/8/2012,1238546279,2173
10252273808,ATTI -BA,2141086390,4/11/2010,1210579495,2172
9077764577,ATTI -DD,1437738630,2/19/2007,1226883103,2171
10254307228,ATTI -BB,2139072410,8/23/2009,1240047214,2169
10254247782,ATTI -EB,2143714599,5/21/2011,1239255352,2164
9158221418,ATTI -DC,2142571264,8/28/2011,1225759852,2162
10254290700,ATTI -BC,2138795403,8/13/2009,1237502837,2158
10254501625,ATTI -BC,2143192045,12/28/2011,1241223249,2152
10254128879,ATTI -AD,2143705221,2/24/2012,1207796245,2146
10254684743,ATTI -EF,2146282518,11/5/2012,1215810476,2145
10254805336,ATTI -BA,2144721128,5/16/2012,1225044616,2145
10254723561,ATTI -DF,2145578580,7/5/2012,1229869259,2145
9075655725,ATTI -EF,2136653193,2/27/2009,1207945791,2143
9075655726,ATTI -AC,2136653193,6/22/2009,1207938051,2143
9075655725,ATTI -EB,2136653193,1/10/2009,1229936054,2143
9075655726,ATTI -DA,2136653193,12/13/2008,1230031595,2143
9879004299,ATTI -FE,2143956917,7/25/2011,1225129730,2142
9062039546,ATTI -AD,2140508010,8/19/2009,1207832142,2142
10254534117,ATTI -ED,2141703077,1/9/2011,1231747314,2141
10254424399,ATTI -CD,2143924406,8/23/2011,1235877584,2141
10254724134,ATTI -EF,2144923699,6/6/2012,1209505718,2139
2413124484,ATTI -DA,2139366904,5/20/2009,1240114227,2139
10254434078,ATTI -CA,2141816481,6/4/2011,1211928961,2137
9077293516,ATTI -CE,1443750325,4/22/2009,1225176202,2137
9077293468,ATTI -FB,1443750325,2/18/2009,1239510492,2137
10254597716,ATTI -FB,1441357318,2/2/2007,1210248153,2135
10254331934,ATTI -BE,2140605103,9/19/2010,1240088371,2129
10254456715,ATTI -BB,2144672277,12/13/2011,1215774746,2128
10254666798,ATTI -CA,2143869324,8/13/2011,1215673014,2127
10254439960,ATTI -FD,2144180706,12/8/2011,1225694022,2127
8422156345,ATTI -DC,2144495638,6/29/2012,1238471264,2127
10254449291,ATTI -CF,2144050719,1/1/2012,1230009900,2125
10254597716,ATTI -BB,1441357318,5/15/2007,1231608235,2124
10254301226,ATTI -BD,2135800794,6/1/2008,1239905434,2124
10254552506,ATTI -DB,2142706571,1/30/2011,1210559560,2121
9803131628,ATTI -FF,2146080287,5/13/2012,1225955087,2120
10254448101,ATTI -AF,2140998039,2/14/2010,1229908570,2119
2413124907,ATTI -AC,2144359730,7/30/2011,1214512536,2116
10254474319,ATTI -EE,2141159335,6/3/2010,1226907889,2111
2413124481,ATTI -CF,2139366904,11/2/2009,1240158319,2111
10253073647,ATTI -DF,2139073375,3/15/2009,1239468842,2110
10254534538,ATTI -AB,2142637905,11/17/2010,1231323334,2109
10254479183,ATTI -FE,2141247739,11/27/2010,1240640086,2108
10254269287,ATTI -BE,2136168333,5/14/2009,1229892779,2104
9077293510,ATTI -BC,1443750325,8/13/2009,1239382951,2097
10254700426,ATTI -FA,2143192045,7/29/2012,1241279403,2095
10254700427,ATTI -CD,2143192045,5/22/2012,1241416992,2095
10254438850,ATTI -FD,2147172783,12/23/2012,1236187046,2091
10254223718,ATTI -CD,1440122951,2/15/2006,1226807272,2089
10254699541,ATTI -FD,2146911335,12/28/2012,1235945902,2087
9076750258,ATTI -BC,1439595109,1/26/2006,1227069373,2084
10254666485,ATTI -FC,2143679693,12/11/2011,1231793359,2078
10254449058,ATTI -AD,2141423882,3/28/2011,1231723160,2078
10254724364,ATTI -BF,2144923699,8/6/2012,1209454646,2076
10047138606,ATTI -BD,2144443355,2/21/2012,1225124986,2076
10254432356,ATTI -FB,2143948885,1/15/2012,1236052097,2072
9076887068,ATTI -BF,1439324285,11/19/2005,1238548063,2072
2413124824,ATTI -AC,2144306291,6/13/2011,1207815443,2071
10254450994,ATTI -EB,2141770205,6/10/2010,1238791961,2070
10254334351,ATTI -AE,2141027461,1/15/2011,1225352648,2069
10254263730,ATTI -AE,2141088535,12/17/2009,1238645759,2069
2413124748,ATTI -FE,2140591702,9/28/2009,1225713574,2068
10254393106,ATTI -DB,2140740402,9/25/2009,1231422374,2068
10855517429,ATTI -DD,2144340632,8/5/2012,1225516689,2065
10254502048,ATTI -EC,2143192045,1/4/2012,1227498628,2064
9077764686,ATTI -AD,1437399629,12/16/2005,1239281247,2064
10254557014,ATTI -DC,2142954017,6/17/2011,1231856241,2061
9077240056,ATTI -EA,1443820317,6/22/2009,1225166598,2059
9077460216,ATTI -BF,1443802793,12/10/2009,1225985183,2059
9077926456,ATTI -EA,1443128521,9/24/2007,1225919984,2059
9079121156,ATTI -DE,2143705604,11/3/2012,1207992727,2059
9077240056,ATTI -AC,1443820317,10/28/2009,1239614795,2059
9078410956,ATTI -EC,2146059262,1/11/2013,1237562989,2059
9078410856,ATTI -AC,2146059262,11/8/2012,1237654666,2059
9077460216,ATTI -FD,1443802793,12/24/2009,1240564708,2059
10254452474,ATTI -CD,2144341520,7/10/2011,1231073324,2059
9077926456,ATTI -CC,1443128521,12/30/2007,1240180705,2059
9079121156,ATTI -CE,2143705604,11/28/2012,1230034303,2059
10254323684,ATTI -CC,2141744966,2/19/2011,1227041959,2058
10254549651,ATTI -ED,2142796741,7/18/2011,1210089214,2052
10254597624,ATTI -AB,1443534465,9/15/2008,1240483153,2052
9075683547,ATTI -FB,2145170482,8/5/2012,1210664594,2049
9076822678,ATTI -BC,2144518107,12/16/2012,1235848186,2048
10254451825,ATTI -EC,1436504565,6/29/2010,1226915351,2046
9077293553,ATTI -AB,1443750325,3/9/2010,1239406499,2046
2413124504,ATTI -CC,2139366904,5/27/2010,1225857375,2042
10254546404,ATTI -CA,2142535186,3/21/2011,1210160018,2041
10252129084,ATTI -DE,2147108483,3/11/2012,1239260683,2041
10254723596,ATTI -AE,2145815983,10/12/2012,1207819531,2040
10254506419,ATTI -BF,2143728509,3/6/2012,1226883239,2040
10254515062,ATTI -AD,2144113255,2/5/2012,1215769393,2037
9962212696,ATTI -BF,2144790164,2/26/2012,1225576164,2035
9062029463,ATTI -CF,2146307788,6/13/2012,1225232769,2035
10252455640,ATTI -DA,2141025103,11/7/2010,1225193007,2034
10048113711,ATTI -EA,2144111395,6/2/2012,1225570206,2032
10046133910,ATTI -BC,2146419174,2/28/2012,1239917752,2028
9077267131,ATTI -DE,1439169177,7/12/2006,1226990861,2026
10254470857,ATTI -BC,2143192045,8/30/2011,1227630950,2026
10254548047,ATTI -EC,2142500178,3/1/2011,1231321899,2025
10252373920,ATTI -DB,2144461185,2/24/2012,1214255314,2022
10254729071,ATTI -CC,2140714214,9/1/2010,1207666022,2022
10254327610,ATTI -CA,2142643526,10/1/2011,1231487541,2022
10254725740,ATTI -AF,2144721128,1/3/2013,1239412906,2021
10254513431,ATTI -DB,2143869371,7/16/2011,1215735072,2020
8422129658,ATTI -CE,2141111266,7/27/2012,1225426404,2019
10254214947,ATTI -CB,2134858187,2/23/2008,1231566783,2017
10254190625,ATTI -DD,2140041604,10/28/2010,1240487154,2017
9134137757,ATTI -FF,2144539614,10/14/2011,1225481298,2016
8806143465,ATTI -BD,2143950598,12/8/2011,1225263304,2016
2413124674,ATTI -EC,2143512518,4/17/2011,1239355444,2013
10254331264,ATTI -AD,2141270384,7/19/2010,1231351832,2011
10254135620,ATTI -BC,2141156693,8/9/2010,1211913318,2010
10254431354,ATTI -BA,2143192045,7/23/2011,1227513925,2009
10254470459,ATTI -EC,2142780073,9/17/2011,1226747290,2007
10254666928,ATTI -BB,2143905370,8/22/2011,1235730884,2007
10254501696,ATTI -AC,2143192045,7/30/2011,1241303401,2003
9071140455,ATTI -DE,2140095004,11/9/2009,1238638660,2002
10252273829,ATTI -FC,2143192045,11/1/2012,1241258715,2001
10254501605,ATTI -FC,2143192045,12/10/2011,1241409607,1999
10254424444,ATTI -AD,2143924525,5/1/2012,1235719593,1998
10254428454,ATTI -BD,2142532532,8/28/2010,1225061172,1996
10254443806,ATTI -DA,2144090938,8/17/2011,1226812151,1995
10254452474,ATTI -FC,2144341520,1/15/2012,1207631951,1995
10254190625,ATTI -FE,2140041604,8/26/2010,1226633830,1991
10254141549,ATTI -FA,1443065958,8/31/2007,1225883306,1990
10254506443,ATTI -CA,2143728538,10/3/2011,1239240891,1990
10254226427,ATTI -BC,1441737506,3/22/2007,1231491640,1989
10254835300,ATTI -EF,2144434573,10/31/2011,1239396518,1988
10254332943,ATTI -EB,2141090866,9/30/2010,1238503660,1985
9076519325,ATTI -FF,2141318710,8/9/2010,1226419940,1984
10254724225,ATTI -DD,2144923699,11/16/2012,1209380110,1982
10254665632,ATTI -BA,2140765602,8/4/2010,1211785998,1980
10046153256,ATTI -DB,2140975040,10/7/2010,1225418159,1980
10047162346,ATTI -CD,2144495607,7/15/2012,1238411808,1980
10254575959,ATTI -DE,2143914580,1/17/2012,1207756075,1976
2413124839,ATTI -BA,2144306291,12/29/2011,1229965115,1976
9075663548,ATTI -AD,2142787961,3/14/2011,1225219391,1974
10046134686,ATTI -EA,2141822026,9/19/2010,1225321665,1972
9158197318,ATTI -CC,2141425063,2/23/2011,1225436481,1971
9076490970,ATTI -FD,1437927738,1/22/2006,1225142543,1969
10254665974,ATTI -DC,2143535357,2/8/2011,1210219985,1969
8215153730,ATTI -EA,2142831783,2/9/2011,1225273333,1969
10254284259,ATTI -FB,1436504565,9/18/2009,1226890840,1966
10254214947,ATTI -AB,2134858187,9/12/2008,1210115047,1964
9227577303,ATTI -CE,2137761146,12/3/2008,1239769764,1964
9076887068,ATTI -DC,1439324285,3/12/2006,1226724604,1960
10254331935,ATTI -EB,2140605103,2/23/2010,1225757127,1958
10254650428,ATTI -FA,2141343760,9/19/2010,1231427651,1957
2413124501,ATTI -BD,2139366904,10/10/2009,1240107847,1955
10254555893,ATTI -BE,2142831190,7/29/2011,1231622344,1952
9077267128,ATTI -DB,1439169177,6/10/2006,1239358068,1951
10254224765,ATTI -BA,2141349177,12/29/2010,1226950970,1949
10254554346,ATTI -ED,2142761021,7/27/2011,1210173441,1948
10254253582,ATTI -EF,1440122951,8/18/2006,1226822841,1946
10254680700,ATTI -EC,2146735280,12/19/2012,1235846564,1946
10254513978,ATTI -AB,2143911737,9/25/2011,1215649907,1945
10254441373,ATTI -DD,2147271985,5/16/2012,1236353100,1945
10254589712,ATTI -FC,1440954382,10/23/2009,1226896007,1944
10254453041,ATTI -AE,2142670783,3/9/2011,1231782595,1943
9076522523,ATTI -DD,2141318710,5/11/2011,1239951082,1941
10254339479,ATTI -EE,2140376520,3/15/2012,1210631085,1935
10254631789,ATTI -EE,2144362242,7/23/2012,1235704706,1935
9134166911,ATTI -FA,2141821669,5/21/2011,1225127314,1932
10254461291,ATTI -DF,2144421765,9/10/2011,1235871205,1926
10254724112,ATTI -EA,2144923699,1/3/2012,1229993730,1925
10254338369,ATTI -BD,2141828267,7/4/2011,1239234396,1923
2413124451,ATTI -EB,2139366904,4/18/2010,1240020094,1922
8422135856,ATTI -AF,2144490686,2/6/2012,1239109532,1922
9077264501,ATTI -CB,1438305707,3/12/2006,1239293070,1919
10254301226,ATTI -CE,2135800794,10/30/2008,1225862934,1918
10254724368,ATTI -EB,2144923699,3/30/2012,1229961234,1917
10254240370,ATTI -DF,2139213327,12/26/2009,1207798911,1914
10047141457,ATTI -CA,2140516204,10/9/2009,1225496366,1913
10254332921,ATTI -BB,2141090866,8/8/2010,1238652512,1908
10254470991,ATTI -CE,2144352704,7/27/2011,1215702691,1907
10254824691,ATTI -FA,2137357842,3/23/2009,1231767035,1906
10254824691,ATTI -BD,2137357842,10/27/2008,1231655170,1906
10254448032,ATTI -FE,2140998161,11/20/2009,1207821090,1905
10254595604,ATTI -BA,2141172477,5/31/2010,1231366470,1905
10254650933,ATTI -CB,2142648125,5/30/2011,1210135486,1903
10254723982,ATTI -EA,2144923699,2/2/2012,1229933786,1898
10254501638,ATTI -AB,2143192045,1/7/2012,1227612887,1896
10254501696,ATTI -BC,2143192045,8/10/2011,1227523691,1896
9077293539,ATTI -EC,1443750325,12/13/2008,1239406882,1894
2413124593,ATTI -FB,2143935671,12/10/2011,1230053287,1893
2413124509,ATTI -CF,2139366904,6/9/2009,1225770369,1892
10254652061,ATTI -AC,2143697580,1/18/2012,1210587546,1892
10254331264,ATTI -EB,2141270384,3/18/2010,1210585509,1891
10254505713,ATTI -BC,2143702493,10/7/2011,1215621122,1891
10254501627,ATTI -BE,2143192045,11/11/2011,1227651136,1886
9879010914,ATTI -DC,2143683703,2/1/2012,1225252868,1880
9134436011,ATTI -AE,2146903583,10/21/2012,1225274429,1878
10254685671,ATTI -EB,2144456080,7/6/2012,1224694634,1876
10254670659,ATTI -CD,2146263663,11/18/2012,1215788186,1875
10254448773,ATTI -EE,2143974404,5/25/2011,1239102247,1871
9071140455,ATTI -BB,2140095004,6/29/2010,1226708323,1870
10254406583,ATTI -CA,2141143390,6/20/2010,1207672556,1869
10254724364,ATTI -AC,2144923699,11/11/2012,1229980955,1869
10254265368,ATTI -EC,2139027250,12/2/2010,1231574624,1868
10254304607,ATTI -BF,2139063297,12/4/2009,1239615067,1868
9076822789,ATTI -EF,2144518107,7/6/2012,1235823855,1864
10254439960,ATTI -FA,2144180706,3/9/2012,1240046161,1864
10254137217,ATTI -CC,1442945427,1/26/2008,1238464366,1864
10254735559,ATTI -DE,2143058535,9/18/2011,1214465188,1859
10254567007,ATTI -BE,2141136287,3/4/2010,1238531215,1858
10254626599,ATTI -CE,2142701562,12/21/2010,1210446238,1857
10254440008,ATTI -BE,2143192045,12/29/2011,1227578574,1853
2413124824,ATTI -AB,2144306291,8/19/2011,1230028126,1852
10046139959,ATTI -EE,2147040017,12/22/2012,1239941891,1851
10254463043,ATTI -DC,2142600896,12/19/2010,1226932548,1850
10254474087,ATTI -AC,2140997626,10/28/2010,1207728348,1847
10254730092,ATTI -DF,2140868249,12/1/2009,1226049015,1845
10254724191,ATTI -BF,2144721128,11/7/2012,1225011789,1845
10254627184,ATTI -AF,2144458372,8/29/2011,1215598817,1845
9076822900,ATTI -EB,2144518107,5/28/2012,1235811331,1845
10254730092,ATTI -CF,2140868249,9/24/2009,1238273932,1845
10254533830,ATTI -CF,2140856017,1/22/2010,1210531519,1844
10254339479,ATTI -ED,2140376520,7/7/2011,1231257198,1844
2413124504,ATTI -DD,2139366904,5/17/2010,1240138960,1843
9077267133,ATTI -EE,1439169177,10/10/2005,1227044704,1842
10254290862,ATTI -DE,2138795403,10/19/2009,1237464561,1839
10254592928,ATTI -FC,2141305494,10/27/2010,1238671241,1835
10254502009,ATTI -AC,2143685803,2/17/2012,1210590696,1834
10254442216,ATTI -DA,2144495124,9/7/2012,1235874725,1834
9076750258,ATTI -DD,1439595109,11/28/2005,1239120766,1833
10254666061,ATTI -CC,2143545869,5/24/2011,1210697556,1831
10254503427,ATTI -FF,2144517774,6/1/2012,1235878623,1831
10254521721,ATTI -EC,2144343750,7/9/2011,1216035213,1830
10254335263,ATTI -CE,2140488104,8/29/2010,1225191192,1830
10254506443,ATTI -CB,2143728538,1/31/2012,1226889013,1830
10254486613,ATTI -ED,2146368212,9/28/2012,1215698946,1830
10254506551,ATTI -AB,2143764432,12/15/2011,1235688470,1828
10254331934,ATTI -BF,2140605103,9/17/2010,1225735697,1827
10254664708,ATTI -AE,2145575985,6/20/2012,1235853641,1821
10254265958,ATTI -FE,1440859553,8/6/2006,1207273767,1819
10254588375,ATTI -FC,1440954382,11/23/2009,1226921961,1818
9158221505,ATTI -CA,2142613260,7/21/2011,1225488604,1818
10254469119,ATTI -AD,2140637004,12/23/2009,1231287115,1814
10254668542,ATTI -CE,2146973075,8/1/2012,1235842671,1814
10254730090,ATTI -DA,2140868249,1/17/2010,1225931072,1812
10254732039,ATTI -DF,2140868249,5/16/2010,1226069958,1812
10254730090,ATTI -DB,2140868249,7/5/2010,1238349958,1812
10254732039,ATTI -FC,2140868249,8/7/2010,1238213531,1812
10254575875,ATTI -FB,2137311399,2/10/2009,1210406083,1811
10254428936,ATTI -BE,2141428671,3/29/2011,1210530639,1807
10254560461,ATTI -FD,2141016938,10/26/2010,1225236112,1804
9075664987,ATTI -DA,2138774825,7/7/2009,1207893386,1800
8215147579,ATTI -BF,2142760338,3/31/2011,1225254135,1798
10254284259,ATTI -EB,1436504565,1/26/2010,1239168525,1798
10254735559,ATTI -AA,2143058535,2/19/2011,1234787690,1798
10254643615,ATTI -CA,2144691483,3/30/2012,1207776844,1797
10254430949,ATTI -DF,2143945351,12/8/2011,1215865605,1796
10254467694,ATTI -FD,2144162860,4/1/2012,1215616076,1795
10254632044,ATTI -DA,2144180724,7/13/2011,1215711524,1794
10254474321,ATTI -AA,2141159335,12/20/2010,1226898556,1793
9075663513,ATTI -EA,2142560941,12/21/2010,1225128537,1791
8422135477,ATTI -EE,2144298262,7/29/2011,1238946186,1791
10253073647,ATTI -DF,2139073375,9/23/2009,1225279461,1790
9878988299,ATTI -DF,2142897303,3/6/2011,1225765771,1786
10254635309,ATTI -DA,2144309209,5/26/2012,1215745429,1785
10254311981,ATTI -DD,1442016291,4/1/2007,1240623122,1785
10254666339,ATTI -FF,2144527883,10/8/2011,1215649813,1784
10254473466,ATTI -DA,2140863467,7/2/2010,1234716192,1783
9962184727,ATTI -EB,2141702966,1/3/2011,1291662060,1782
9077750314,ATTI -FE,1438333676,9/16/2005,1226881496,1782
10254506320,ATTI -CC,2143900408,3/25/2012,1214599481,1781
10254833040,ATTI -FC,2143192045,1/26/2012,1227631999,1781
9076887067,ATTI -CA,1439324285,10/26/2006,1238382035,1779
10254607709,ATTI -DA,2141001418,3/26/2010,1207325001,1778
10254380500,ATTI -CB,2138588730,6/26/2009,1214090235,1778
10254730091,ATTI -BD,2140868249,9/17/2010,1226081862,1778
10254730222,ATTI -FE,2140868249,10/3/2010,1226047614,1778
10254732038,ATTI -CD,2140868249,7/19/2010,1226003066,1778
10254324168,ATTI -FA,2141112531,9/9/2010,1226848283,1778
10254627331,ATTI -EE,2141143368,10/13/2010,1210622759,1778
10254464327,ATTI -BB,2138785201,2/1/2009,1214681246,1778
10254594030,ATTI -DF,2139629006,7/10/2009,1214207332,1778
10254329029,ATTI -DA,2142720657,11/3/2011,1210608208,1778
10254625667,ATTI -ED,2144365531,12/14/2011,1214222198,1778
10254392855,ATTI -AC,2136039747,3/10/2010,1225035598,1778
10254637451,ATTI -CF,2142671559,9/8/2011,1210141575,1778
10254553681,ATTI -FD,2142738333,7/18/2011,1210592014,1778
10254580947,ATTI -DC,2142582945,9/15/2010,1214125697,1778
10254839194,ATTI -FF,2144511388,10/18/2011,1225167176,1778
9803407399,ATTI -AD,2144472924,2/7/2012,1225580307,1778
9879010776,ATTI -DE,2142695535,2/4/2011,1225623059,1778
9803402862,ATTI -AD,2142802571,10/19/2011,1225515543,1778
9878988278,ATTI -DE,2142733280,9/19/2011,1225177470,1778
8215935360,ATTI -FD,2143683726,4/23/2011,1225711277,1778
9879000803,ATTI -FC,2142590656,7/3/2011,1225788673,1778
8806253903,ATTI -FB,2143295835,11/16/2011,1225277760,1778
9879000828,ATTI -ED,2142724747,4/19/2011,1225214302,1778
8806254546,ATTI -EB,2143295435,4/16/2011,1225190154,1778
8215430216,ATTI -EA,2143701682,8/3/2011,1225434385,1778
10254553681,ATTI -DD,2142738333,12/13/2011,1231811784,1778
10254839194,ATTI -CF,2144511388,6/10/2012,1239393308,1778
10254324168,ATTI -FB,2141112531,9/25/2010,1238543773,1778
10254627331,ATTI -BF,2141143368,6/17/2010,1231439841,1778
10254625667,ATTI -FE,2144365531,5/25/2012,1234575303,1778
10254464327,ATTI -DE,2138785201,5/20/2009,1234811828,1778
10254580947,ATTI -AD,2142582945,6/14/2011,1234425285,1778
10254594030,ATTI -BB,2139629006,8/17/2009,1234434515,1778
10254380500,ATTI -BA,2138588730,1/26/2010,1234371129,1778
10254732038,ATTI -BF,2140868249,9/18/2010,1238210749,1778
10254730091,ATTI -FB,2140868249,11/25/2009,1238257688,1778
10254730222,ATTI -EB,2140868249,5/31/2010,1238325732,1778
9803407399,ATTI -DF,2144472924,8/24/2011,1238324465,1778
10047198783,ATTI -AE,2139293467,3/7/2010,1225495431,1775
10254308156,ATTI -BD,2139106180,5/4/2009,1231798627,1775
10254501627,ATTI -EB,2143192045,7/18/2011,1241221774,1771
10254439887,ATTI -FF,2144180706,4/29/2012,1225852328,1770
10046124412,ATTI -CA,2146758124,12/27/2012,1226792723,1770
8215134235,ATTI -AA,2144504212,8/29/2012,1225075840,1769
10254665927,ATTI -EE,2143533568,6/5/2011,1239275494,1768
10254685545,ATTI -BE,2140688303,12/29/2009,1231440866,1768
10254448144,ATTI -AA,2141000914,5/25/2010,1229854087,1768
10254627630,ATTI -EC,2143192045,8/2/2011,1227541493,1767
10254241459,ATTI -BE,1442865506,9/25/2007,1239762987,1764
10254554367,ATTI -AC,2142765368,1/21/2011,1231251005,1762
9878829463,ATTI -BE,2145035593,11/23/2012,1238433857,1762
10254149704,ATTI -CC,2138063361,8/21/2009,1210400336,1761
10254149704,ATTI -BB,2138063361,2/5/2009,1231715262,1761
10254627690,ATTI -DE,2143192045,3/7/2012,1227526142,1760
8422167305,ATTI -AA,2144518251,9/25/2012,1225284144,1756
10254452643,ATTI -ED,2143192045,1/28/2012,1227542693,1755
10991653457,ATTI -FA,2144515350,9/7/2012,1238805930,1749
10254625027,ATTI -DE,2143948399,11/28/2011,1215682965,1745
10254501600,ATTI -DE,2143192045,5/5/2011,1227568236,1745
10254501693,ATTI -CC,2143192045,4/14/2011,1227620160,1744
10254529372,ATTI -CD,1441769351,10/6/2007,1207413187,1743
10254141549,ATTI -DD,1443065958,7/13/2008,1239939293,1743
10254470406,ATTI -FE,2140575119,3/1/2010,1231462522,1742
10254486613,ATTI -DE,2146368212,9/11/2012,1235818008,1741
10254332303,ATTI -EA,2141314954,11/7/2010,1231360767,1739
10254170719,ATTI -AD,2144315152,6/15/2012,1239154684,1739
9077293553,ATTI -AE,1443750325,10/14/2009,1225191504,1738
10254517462,ATTI -DF,2142605732,6/17/2012,1225021345,1737
2413124907,ATTI -ED,2144359730,4/14/2012,1234727513,1737
10254685671,ATTI -AF,2144456080,4/21/2012,1234651017,1737
10254330693,ATTI -DA,2141058730,11/11/2009,1226810767,1736
10254597624,ATTI -ED,1443534465,12/25/2007,1226698169,1736
9077267128,ATTI -AB,1439169177,4/8/2006,1226995752,1736
10254467726,ATTI -CA,2144311042,9/30/2011,1235776109,1736
2413124774,ATTI -FB,2140591702,10/26/2009,1225902863,1734
10254672332,ATTI -DA,2141112565,7/25/2010,1238587252,1734
10254745607,ATTI -DC,2142683377,1/31/2011,1235696803,1734
10254439694,ATTI -AF,2145844129,8/3/2012,1235817743,1733
10254840747,ATTI -BE,2143192045,5/17/2012,1241241584,1733
8806203451,ATTI -AD,2143915439,4/20/2012,1225702534,1731
9076887069,ATTI -BC,1439324285,11/17/2005,1226753324,1730
9158221519,ATTI -FA,2142613260,10/16/2011,1225598328,1729
10254573443,ATTI -BD,2141339509,5/17/2010,1210490961,1728
10254528913,ATTI -DE,2144465295,5/31/2012,1210829079,1728
9077293525,ATTI -FC,1443750325,1/30/2009,1225202469,1728
10047126720,ATTI -FB,2139484629,11/21/2009,1225576469,1726
10254840741,ATTI -AB,2143192045,12/16/2012,1227498391,1725
10254824768,ATTI -BD,2141159335,4/16/2011,1226922751,1724
2420387082,ATTI -BD,2146410363,2/12/2012,1214599955,1724
